"last_name","first_name","name","team","player_id","year","HR.","BB.","AVG","SLG","OBP","RBI.PA","CSSB.","SB.","DPTP.","SacBunt.","SweetSpot.","Barrel.","HPto1B","SprintSpeed"
"Ortega"," Rafael","Rafael Ortega","CHC",542364,2021,0.414778124,0.359744013,1.111937528,0.877962452,0.968251641,0.159619263,1.445089718,1.161659074,-0.492297317,1.74447806,0.665543398,-0.095441895,-0.450757019,0.43693568
"Santana"," Danny","Danny Santana","BOS",542454,2021,0.663899912,0.071660194,-0.339756185,0.057717955,-0.219082714,0.360639122,1.923230289,1.562074084,-1.071443357,-0.702738134,-0.463943208,0.156423073,-0.845753992,0.722147841
"Aguilar"," Jesus","Jesus Aguilar","MIA",542583,2021,0.911052597,0.335737028,0.716021061,0.850157554,0.598609814,1.776874122,-0.629532178,-0.57571644,0.328482033,-0.702738134,0.430699648,0.447036498,0.865899557,-1.388422152
"Anderson"," Tyler","Tyler Anderson","SEA",542881,2021,-0.068310219,-1.224716991,-1.369139,-1.096185321,-1.641643687,-1.313237843,-0.629532178,-0.57571644,-1.071443357,-0.702738134,-0.09490303,0.737649923,0.010072783,-0.002291049
"Berti"," Jon","Jon Berti","MIA",542932,2021,-0.423615341,1.007932605,0.042963067,-0.164721231,0.430590801,-0.427349623,1.315441281,1.053086039,0.645281382,0.113000596,-0.195550351,-0.754165658,-1.174918135,1.805954053
"Brantly"," Rob","Rob Brantly","NYY",542963,2021,-1.143454263,-1.824891613,-0.748869868,-0.950209605,-0.9135613,-1.804190212,-0.629532178,-0.57571644,-1.071443357,-0.702738134,-2.051934279,-1.19977291,0.339236926,-0.418700804
"Burns"," Andy","Andy Burns","LAD",542992,2021,-1.143454263,2.976505367,0.874387648,0.189791221,2.189189799,-1.804190212,-0.629532178,-0.57571644,4.123321198,-0.702738134,2.141704112,-1.19977291,-0.91158682,0.893275137
"Crawford"," Brandon","Brandon Crawford","SF",543063,2021,0.940054663,0.623820847,1.204318037,1.2880847,1.136270654,1.415169579,0.301383357,0.343083431,-0.124985219,-0.702738134,0.520163934,1.028263347,-0.286174947,-0.5898281
"Cron"," C.J.","C.J. Cron","COL",543068,2021,1.354539945,0.815876726,0.979965372,1.343694497,1.158673189,1.498743458,-0.563151023,-0.492330888,0.265932179,-0.702738134,0.028110363,0.912017978,0.470902584,-0.475743236
"DeSclafani"," Anthony","Anthony DeSclafani","SF",543101,2021,-1.143454263,-0.264437595,-2.213760797,-1.930332267,-1.955279178,-1.487446753,-0.629532178,-0.57571644,-1.071443357,1.74447806,0.128757684,-0.424803777,2.577553105,-2.301101067
"Dickerson"," Alex","Alex Dickerson","SF",543105,2021,0.78268717,-0.048374731,0.346499025,0.579059796,0.363383196,0.587629025,-0.485971585,-0.395380933,0.341973127,-0.702738134,0.542530006,0.757024151,-0.088676461,-0.019403778
"Gomes"," Yan","Yan Gomes","WSH",543228,2021,0.538576216,-0.600535383,0.597246121,0.586011021,0.329779393,0.918958934,-0.629532178,-0.57571644,1.38453417,-0.702738134,0.945119291,0.505159183,0.503818998,-0.247573507
"Gray"," Sonny","Sonny Gray","CIN",543243,2021,-1.143454263,-1.27273096,-0.80165873,-1.325575731,-1.215995522,-1.804190212,-0.629532178,-0.57571644,0.322273967,1.74447806,-2.051934279,-1.19977291,1.227980115,-1.217294855
"Grossman"," Robbie","Robbie Grossman","DET",543257,2021,0.587971573,1.680128182,0.425682318,0.544303673,0.945849106,0.156692578,0.795520462,0.856362302,-0.250726521,-0.090934086,0.967485362,0.272668443,-0.615339091,0.608062976
"Harrison"," Josh","Josh Harrison","WSH",543281,2021,-0.479206869,-0.480500459,0.953570941,0.440035305,0.777830094,0.307432885,0.443878969,0.233311185,-0.053063782,-0.702738134,0.967485362,-0.347306863,-0.352007776,-0.019403778
"Hendricks"," Kyle","Kyle Hendricks","CHC",543294,2021,-1.143454263,-1.032661111,-1.210772413,-1.402039201,-1.574436082,-1.482254225,-0.629532178,-0.57571644,-1.071443357,1.74447806,-1.749992314,-1.19977291,2.972550077,-2.586313228
"Hicks"," Aaron","Aaron Hicks","NYY",543305,2021,0.409531555,0.839883711,-0.168192383,-0.02569674,0.251370521,0.377820314,-0.629532178,-0.57571644,0.515845824,-0.702738134,0.60962822,0.737649923,-0.319091361,0.094681086
"Hicks"," John","John Hicks","TEX",543308,2021,4.266947944,-1.824891613,0.676429414,2.365524506,-0.151875109,2.630218288,-0.629532178,-0.57571644,0.771860221,-0.702738134,-0.050170887,3.004434636,0.010072783,-0.07644621
"Higashioka"," Kyle","Kyle Higashioka","NYY",543309,2021,1.029116594,0.119674164,-0.339756185,0.363571835,-0.286290319,0.894884417,-0.629532178,-0.57571644,0.11285532,-0.702738134,0.777373755,1.822606709,0.470902584,-0.760955397
"Hosmer"," Eric","Eric Hosmer","SD",543333,2021,-0.15491317,0.215702103,0.821598786,0.405279182,0.721823756,0.455059631,0.016000458,-0.12521965,0.38798951,0.113000596,-0.497492315,-0.076067667,-0.121592875,-0.418700804
"Lavarnway"," Ryan","Ryan Lavarnway","CLE",543432,2021,-1.143454263,-1.032661111,0.57085169,0.141132649,-0.051063702,-1.804190212,-0.629532178,-0.57571644,-1.071443357,1.74447806,1.258244291,0.834521064,1.227980115,-1.217294855
"McCann"," James","James McCann","NYM",543510,2021,-0.025304459,0.047653209,0.333301809,0.085522853,0.251370521,0.388412592,-0.292291372,-0.434506637,0.757113765,-0.702738134,0.117574649,-0.017944982,0.470902584,-0.019403778
"Miller"," Brad","Brad Miller","PHI",543543,2021,1.39011778,1.03193959,0.267315731,0.808450206,0.553804744,0.748241205,-0.291982034,-0.151698435,0.137006388,-0.702738134,0.028110363,1.183257174,-0.582422676,0.43693568
"Nola"," Austin","Austin Nola","SD",543592,2021,-0.658707229,-0.0963887,0.861190432,0.273205916,0.766628826,1.13140127,-0.423097451,-0.57571644,-0.41083744,-0.702738134,-0.083719994,-1.08352754,0.536735413,-0.418700804
"Rendon"," Anthony","Anthony Rendon","LAA",543685,2021,0.015917657,0.959918635,0.438879534,0.314913263,0.643414884,0.877316707,-0.629532178,-0.57571644,1.825176494,-0.702738134,0.072842506,-0.114816124,0.832983142,-0.875040262
"Semien"," Marcus","Marcus Semien","TOR",543760,2021,1.750530052,0.359744013,0.768809923,1.399304293,0.699421221,0.962502697,0.327722077,0.55601758,-0.282667757,-0.702738134,0.441882684,0.698901466,-0.648255505,1.064402434
"Shaw"," Travis","Travis Shaw","MIL",543768,2021,0.571889169,0.479778937,-0.089009089,0.252352242,0.139357846,1.259352569,-0.629532178,-0.57571644,-0.551966907,0.928739329,0.084025542,0.543907639,0.503818998,-0.932082694
"Springer III"," George","George Springer III","TOR",543807,2021,1.941741633,0.767862756,0.755612708,1.517475111,0.889842769,1.066876264,-0.062379228,-0.005767185,0.0752271,-0.702738134,0.699092505,1.783858252,-0.812837577,0.95031757
"Vazquez"," Christian","Christian Vazquez","BOS",543877,2021,-0.594144855,-0.24043061,0.676429414,0.106376527,0.396986998,0.128072117,0.528282497,0.319301387,0.800032972,-0.213294895,0.207038934,-0.696042973,0.470902584,-0.875040262
"Wong"," Kolten","Kolten Wong","MIL",543939,2021,0.175711213,-0.312451564,0.861190432,0.766742859,0.710622489,0.19155112,0.774905357,0.669602958,-0.814623538,-0.702738134,0.497797863,-0.134190352,-0.582422676,-0.019403778
"Gregorius"," Didi","Didi Gregorius","PHI",544369,2021,0.337790366,-0.360465534,0.029765851,0.231498568,-0.017459899,0.794969384,-0.258714237,-0.10990866,0.170782924,-0.702738134,0.13994072,-0.754165658,-0.615339091,0.551020544
"Garcia"," Leury","Leury Garcia","CWS",544725,2021,-0.638266095,0.239709088,0.795204354,0.273205916,0.643414884,0.433061096,0.068988338,0.082375289,0.580867315,0.870472276,-0.083719994,-0.560423375,-1.174918135,0.95031757
"Vargas"," Ildemaro","Ildemaro Vargas","ARI",545121,2021,-1.143454263,-0.0963887,-0.669686575,-0.80423389,-0.611127077,-0.147965361,0.126474435,0.373951101,0.412775087,-0.702738134,-0.285014637,-0.870411028,0.240487683,0.151723519
"Bauer"," Trevor","Trevor Bauer","LAD",545333,2021,-1.143454263,-1.128689051,-2.29294409,-2.111064106,-2.380927343,-1.226599184,-0.629532178,-0.57571644,-1.071443357,1.74447806,-0.396844994,-1.19977291,3.400463464,-2.87152539
"Grichuk"," Randal","Randal Grichuk","TOR",545341,2021,0.661777804,-0.624542368,0.452076749,0.59991347,0.105754043,1.114499096,-0.362796047,-0.57571644,0.829576169,-0.702738134,-0.050170887,0.447036498,-0.417840604,0.779190273
"Marisnick"," Jake","Jake Marisnick","CHC",545350,2021,0.047756455,-0.480500459,0.12214636,0.266254691,0.128156578,0.576184905,0.585483262,0.645289513,0.227247796,0.520869963,0.441882684,-0.017944982,-0.549506262,1.178487299
"Stassi"," Max","Max Stassi","LAA",545358,2021,0.789517458,0.287723058,0.452076749,0.620767143,0.609811081,0.350459676,-0.629532178,-0.57571644,0.549617902,-0.702738134,0.486614827,0.931392206,0.602568242,-0.190531075
"Trout"," Mike","Mike Trout","LAA",545361,2021,1.723596465,2.616400594,1.666220582,1.997109605,2.177988532,0.616944753,-0.229260704,-0.07291022,-1.071443357,-0.702738134,0.822105898,2.365085102,-0.91158682,1.46369946
"Herrera"," Odubel","Odubel Herrera","PHI",546318,2021,0.067874681,-0.408479504,0.702823845,0.551254898,0.419389533,0.23146596,-0.002575001,0.099335338,-0.309544575,-0.294868768,0.184672863,-0.289184178,-0.977419649,0.322850815
"Alford"," Anthony","Anthony Alford","PIT",546990,2021,0.432884728,0.119674164,0.346499025,0.481742652,0.441792069,-0.344602095,2.624591085,1.282333226,0.647125368,-0.702738134,0.576079113,0.873269521,-1.339500207,1.634826756
"Almora Jr."," Albert","Albert Almora Jr.","NYM",546991,2021,-1.143454263,-0.936633172,-1.210772413,-1.137892668,-1.384014535,-1.804190212,-0.629532178,-0.57571644,0.027449131,-0.702738134,-0.888898565,-1.19977291,-0.747004748,0.722147841
"Poteet"," Cody","Cody Poteet","MIA",547001,2021,-1.143454263,-1.824891613,-1.408730647,-1.645332061,-2.022486783,-0.018908869,-0.629532178,-0.57571644,-1.071443357,1.74447806,-2.051934279,-1.19977291,2.445887447,-2.187016203
"Ruiz"," Rio","Rio Ruiz","BAL",547004,2021,-0.137119452,0.215702103,-0.511319988,-0.449721438,-0.342296657,-0.411417531,0.171882441,0.430990958,0.299974484,0.113000596,-0.586956601,-0.347306863,0.635484656,-0.5898281
"Wolters"," Tony","Tony Wolters","CHC",547172,2021,-1.143454263,2.184274865,-1.078800257,-1.471551447,-0.051063702,-1.804190212,1.070397288,-0.57571644,1.309490414,1.74447806,-0.866532494,-1.19977291,0.767150313,-0.817997829
"Harper"," Bryce","Bryce Harper","PHI",547180,2021,1.863864568,2.184274865,1.349487409,1.934548584,1.741139099,0.949732928,0.222250301,0.293640401,0.333697878,0.113000596,0.900387148,2.306962417,-0.615339091,0.608062976
"Perez"," Roberto","Roberto Perez","CLE",547379,2021,0.938207577,0.719848786,-0.762067084,-0.123013884,-0.331095389,0.269397431,-0.280052294,-0.136712737,-0.666178014,1.74447806,-0.497492315,1.241379859,0.635484656,-1.160252423
"Kim"," Kwang Hyun","Kwang Hyun Kim","STL",547942,2021,-1.143454263,-1.824891613,-1.210772413,-1.269965935,-1.49602721,-0.449838855,-0.629532178,-0.57571644,-1.071443357,1.74447806,-1.090193208,-1.19977291,-0.549506262,0.493978112
"Abreu"," Jose","Jose Abreu","CWS",547989,2021,1.079016628,0.407757983,0.716021061,1.003084494,0.889842769,1.682391104,-0.570665321,-0.501770071,1.755389668,-0.702738134,0.039293399,0.776398379,0.174654854,-0.133488643
"Diaz"," Elias","Elias Diaz","COL",553869,2021,1.089537187,0.119674164,0.518062827,0.884913676,0.430590801,0.524856071,-0.629532178,-0.57571644,1.464462402,-0.702738134,-0.083719994,0.330791128,0.602568242,-0.532785668
"Narvaez"," Omar","Omar Narvaez","MIL",553882,2021,0.036179453,0.383750998,0.782007139,0.453937754,0.789031361,0.358206747,-0.629532178,-0.57571644,0.828432178,-0.702738134,1.056949648,-0.211687265,0.701317485,-0.875040262
"Astudillo"," Willians","Willians Astudillo","MIN",553902,2021,0.267672269,-1.488793825,0.386090672,0.266254691,-0.140673842,0.105068996,-0.629532178,-0.57571644,2.225234163,-0.702738134,0.29650322,-0.405429548,1.326729358,-1.445464584
"Suarez"," Eugenio","Eugenio Suarez","CIN",553993,2021,1.430504428,0.527792907,-0.11540352,0.634669593,0.161760381,0.898613769,-0.546588073,-0.57571644,0.512702648,-0.702738134,0.240588041,1.706361339,0.207571269,-0.019403778
"Wheeler"," Zack","Zack Wheeler","PHI",554430,2021,-1.143454263,-1.824891613,-0.590503281,-1.012770626,-1.350410732,-0.99714523,-0.629532178,-0.57571644,-0.231113818,1.74447806,-0.48630928,-1.19977291,2.215472547,-2.015888906
"Polanco"," Gregory","Gregory Polanco","PIT",570256,2021,0.229274264,0.431764968,0.016568635,0.120278976,0.128156578,0.046520294,1.259785029,1.639354575,0.289090227,-0.702738134,0.184672863,0.660153009,-0.648255505,0.265808383
"Gonzalez"," Erik","Erik Gonzalez","PIT",570481,2021,-0.762266838,-0.984647142,0.333301809,-0.25508715,-0.151875109,-0.00331689,0.292334719,0.003291116,-0.032490457,-0.702738134,-0.419211065,-0.560423375,-0.450757019,0.43693568
"Urshela"," Gio","Gio Urshela","NYY",570482,2021,0.254232961,-0.744577293,0.795204354,0.572108572,0.329779393,0.37288365,-0.527185293,-0.447152068,1.105410354,-0.702738134,0.598445184,0.350165356,-0.022843632,-0.5898281
"Schoop"," Jonathan","Jonathan Schoop","DET",570731,2021,0.337241704,-0.504507444,0.940373726,0.683328164,0.542603476,0.64328747,-0.503267017,-0.417106815,0.304377136,-0.702738134,-0.083719994,0.117674616,0.075905611,0.151723519
"Adams"," Matt","Matt Adams","COL",571431,2021,-1.143454263,0.575806877,-0.524517203,-0.991916953,-0.241485249,-0.822285474,-0.629532178,-0.57571644,0.515845824,-0.702738134,-0.139635173,-0.482926462,0.470902584,-0.817997829
"Arenado"," Nolan","Nolan Arenado","STL",571448,2021,1.260662074,0.023646224,0.636837767,1.093450413,0.452993336,1.353543254,-0.495864742,-0.407808351,0.855788021,-0.702738134,0.363601434,0.098300388,0.66840107,-0.760955397
"Barnhart"," Tucker","Tucker Barnhart","CIN",571466,2021,-0.300022289,-0.024367746,0.531260043,0.217596119,0.508999674,0.625264805,-0.629532178,-0.57571644,0.242175279,-0.702738134,0.699092505,-0.424803777,0.898815971,-1.388422152
"Corbin"," Patrick","Patrick Corbin","WSH",571578,2021,-1.143454263,-0.672556338,-0.986419748,-1.422892875,-1.260800592,-1.804190212,-0.629532178,-0.57571644,-1.071443357,1.74447806,-2.521621778,-1.19977291,2.511720276,-2.244058635
"Farmer"," Kyle","Kyle Farmer","CIN",571657,2021,0.245551688,-0.816598247,0.742415492,0.551254898,0.497798406,0.534562101,-0.222254449,-0.371073542,0.821472918,-0.294868768,0.576079113,-0.366681092,-0.187425704,0.151723519
"Goodwin"," Brian","Brian Goodwin","CWS",571718,2021,0.283970993,1.103960545,0.188132438,0.259303467,0.508999674,0.29730332,-0.471030134,-0.376612036,-0.585124991,0.520869963,0.553713041,-0.017944982,-0.747004748,0.322850815
"Hamilton"," Billy","Billy Hamilton","CWS",571740,2021,-0.483129604,-1.104682066,0.174935222,0.287108365,-0.387101727,-0.204049168,3.200688645,4.235665267,-0.621503106,1.132674011,0.810922862,-0.96728217,-1.471165865,1.577784324
"Haniger"," Mitch","Mitch Haniger","SEA",571745,2021,1.494116823,0.047653209,0.610443336,1.030889392,0.520200941,1.037791657,-0.567565498,-0.497876188,0.03453879,-0.702738134,0.307686256,1.241379859,-0.088676461,0.265808383
"Hernandez"," Enrique","Enrique Hernandez","BOS",571771,2021,0.507357446,0.671834817,0.57085169,0.780645308,0.733025024,0.209973361,-0.560464051,-0.488955613,-0.621503106,-0.702738134,0.60962822,0.427662269,-0.352007776,0.379893247
"Holt"," Brock","Brock Holt","TEX",571788,2021,-0.786597959,0.287723058,0.029765851,-0.268989599,0.105754043,-0.066974147,0.488707759,0.594859931,0.144352616,-0.702738134,-0.038987851,-0.889785257,-0.286174947,-0.361658372
"Lamb"," Jake","Jake Lamb","CWS",571875,2021,0.894839621,1.272009439,-0.168192383,0.217596119,0.385785731,0.390655674,-0.629532178,-0.57571644,0.515845824,-0.702738134,0.430699648,1.047637576,0.207571269,-0.418700804
"Maile"," Luke","Luke Maile","MIL",571912,2021,-1.143454263,0.287723058,1.230712468,0.669425715,1.237082061,-0.071417148,-0.629532178,-0.57571644,0.833303626,-0.702738134,1.895677326,-0.366681092,0.405069755,-0.475743236
"Marrero"," Deven","Deven Marrero","MIA",571918,2021,1.477209308,1.968212001,-0.247375676,0.266254691,0.497798406,-0.770606277,1.638361737,2.273128001,6.071357899,-0.702738134,1.023400541,-1.19977291,0.010072783,-0.002291049
"Mikolas"," Miles","Miles Mikolas","STL",571945,2021,-1.143454263,-0.216423625,-2.728452204,-2.340454516,-2.291317203,-1.804190212,-0.629532178,-0.57571644,-1.071443357,1.74447806,-2.208496778,-1.19977291,0.010072783,-0.002291049
"Muncy"," Max","Max Muncy","LAD",571970,2021,1.893773552,1.536086273,0.557654474,1.322840823,1.080264316,1.314020783,-0.442026188,-0.418691048,-0.266620683,-0.702738134,0.430699648,1.91947785,-0.417840604,-0.019403778
"Myers"," Wil","Wil Myers","SD",571976,2021,0.469261761,0.767862756,0.650034983,0.67637694,0.699421221,0.670209727,0.430429825,0.243658991,0.092089882,-0.702738134,0.028110363,0.253294215,-0.615339091,0.893275137
"Naquin"," Tyler","Tyler Naquin","CIN",571980,2021,0.794944076,0.023646224,0.834796001,0.975279596,0.688219954,1.22370986,0.090999891,-0.010025358,0.179850281,-0.702738134,0.072842506,0.815146836,-0.483673433,0.551020544
"Owings"," Chris","Chris Owings","COL",572008,2021,-0.16832363,1.536086273,1.573840073,2.024914503,1.662730227,0.159619263,1.315672828,1.053279935,-1.071443357,-0.702738134,0.13994072,1.570741741,-0.845753992,0.836232705
"Piscotty"," Stephen","Stephen Piscotty","OAK",572039,2021,0.06841328,-0.168409655,0.174935222,0.113327751,0.116955311,-0.132862999,-0.372695849,-0.253088144,-0.41083744,-0.702738134,0.21822197,0.505159183,0.372153341,-0.532785668
"Pollock"," AJ","AJ Pollock","LAD",572041,2021,1.149626361,-0.120395685,1.191120822,1.385401844,0.934647839,1.406777887,0.279381445,0.45185286,-0.4762099,-0.702738134,0.385967506,0.892643749,-0.582422676,0.608062976
"Seager"," Kyle","Kyle Seager","SEA",572122,2021,1.290329495,0.287723058,0.069357498,0.704181838,0.150559113,1.156179302,-0.344296568,-0.306989623,-0.408098604,-0.702738134,0.542530006,1.183257174,0.174654854,-0.703912965
"Taylor"," Michael A.","Michael A. Taylor","KC",572191,2021,-0.101699821,-0.312451564,0.491668396,0.134181425,0.262571788,0.204251291,1.206273773,0.961664588,-0.006677974,-0.003533507,-0.027804816,0.07892616,-0.878670406,0.836232705
"Thompson"," Trayce","Trayce Thompson","CHC",572204,2021,4.846633904,2.976505367,0.57085169,2.622719814,1.438704876,3.245605579,1.315672828,1.867778131,3.010157336,-0.702738134,1.817396076,5.639329688,-0.779921163,0.779190273
"Voit III"," Luke","Luke Voit III","NYY",572228,2021,1.021976648,0.263716073,0.425682318,0.697230613,0.632213616,1.047815255,-0.629532178,-0.57571644,2.14784734,-0.702738134,0.497797863,1.861355165,1.129230872,-1.046167558
"Walker"," Christian","Christian Walker","ARI",572233,2021,-0.097802957,0.215702103,0.491668396,0.314913263,0.486597139,0.225815098,-0.629532178,-0.57571644,0.068554866,-0.702738134,0.352418398,0.040177703,-0.088676461,0.379893247
"Zunino"," Mike","Mike Zunino","TB",572287,2021,3.011832115,0.359744013,0.12214636,1.545280009,0.329779393,1.442641447,-0.629532178,-0.57571644,0.129748445,-0.702738134,0.095208577,3.508164573,0.569651827,-0.418700804
"Carpenter"," Matt","Matt Carpenter","STL",572761,2021,-0.535764144,1.560093258,-0.498122772,-0.428867764,0.374584463,-0.147965361,-0.270945431,-0.125273033,-0.79539306,-0.702738134,1.582552326,1.028263347,-0.088676461,-0.5898281
"Dickerson"," Corey","Corey Dickerson","MIA",572816,2021,-0.394693237,-0.19241664,0.847993217,0.495645101,0.609811081,-0.243903228,0.629235659,0.286765878,0.289090227,-0.702738134,-0.206733387,-0.61854606,-0.812837577,0.265808383
"Garneau"," Dustin","Dustin Garneau","DET",572863,2021,2.914347413,-0.768584278,0.042963067,1.698206949,-0.241485249,1.372560412,-0.629532178,-0.57571644,0.771860221,-0.702738134,0.195855899,0.912017978,0.174654854,-0.247573507
"Ruf"," Darin","Darin Ruf","SF",573131,2021,1.417194099,1.704135167,0.847993217,1.267231027,1.270685864,0.902342081,-0.289461373,-0.290926857,0.673363048,-0.702738134,1.124047862,1.551367512,0.43798617,-0.475743236
"Stroman"," Marcus","Marcus Stroman","NYM",573186,2021,-1.143454263,-0.168409655,-1.435125078,-1.388136752,-1.305605662,-1.465602378,0.885087956,1.326893343,-1.071443357,1.74447806,-0.463943208,-1.19977291,1.557144259,-1.502507016
"Yastrzemski"," Mike","Mike Yastrzemski","SF",573262,2021,1.096429113,0.479778937,0.227724085,0.836255105,0.430590801,0.816683343,-0.299276658,-0.160861672,-0.70514588,-0.090934086,0.21822197,0.795772608,-0.582422676,0.322850815
"Contreras"," Willson","Willson Contreras","CHC",575929,2021,0.98861103,0.767862756,0.399287887,0.704181838,0.766628826,0.513348913,0.116710158,-0.054937553,0.450509478,-0.702738134,-0.083719994,0.950766434,-0.417840604,0.493978112
"Iglesias"," Jose","Jose Iglesias","LAA",578428,2021,-0.362138431,-0.840605232,0.847993217,0.377474284,0.419389533,0.040484054,-0.025886529,-0.034089762,0.111629329,-0.702738134,0.520163934,-0.541049147,-1.174918135,0.893275137
"Torreyes"," Ronald","Ronald Torreyes","PHI",591720,2021,-0.220453241,-0.504507444,0.465273965,0.064669179,0.116955311,0.536396672,-0.208440044,-0.22307621,0.186408459,1.336608693,-0.050170887,-1.122275996,-0.38492419,0.094681086
"Valera"," Breyvic","Breyvic Valera","TOR",591971,2021,-0.661493141,0.143681149,0.610443336,0.134181425,0.419389533,1.232628559,-0.175242154,-0.005054117,-0.414634039,0.520869963,0.330052327,-1.19977291,-0.154509289,0.094681086
"Bryant"," Kris","Kris Bryant","CHC",592178,2021,0.899948112,0.719848786,0.768809923,1.003084494,0.912245304,0.642193608,0.160368234,0.251153294,-0.068944915,-0.702738134,0.643177327,0.795772608,-0.615339091,0.665105409
"Canha"," Mark","Mark Canha","OAK",592192,2021,0.229995638,1.12796753,0.320104594,0.349669386,0.968251641,0.112487836,0.222445874,0.341617835,-0.080534539,-0.702738134,0.587262148,0.175797301,-0.483673433,0.608062976
"Casali"," Curt","Curt Casali","SF",592200,2021,-0.095188835,0.887897681,0.042963067,0.092474077,0.452993336,0.406158124,-0.629532178,-0.57571644,-0.214307206,1.74447806,0.441882684,-0.056693439,1.063398043,-1.046167558
"Castellanos"," Nick","Nick Castellanos","CIN",592206,2021,1.541368687,-0.14440267,1.349487409,1.663450826,1.013056711,1.552749063,-0.372339275,-0.333409278,0.650361857,-0.702738134,1.470721969,0.853895293,-0.483673433,0.493978112
"DeShields"," Delino","Delino DeShields","CIN",592261,2021,-0.251313462,1.896191046,0.636837767,0.620767143,1.013056711,0.227336834,1.316043413,1.053590278,-1.071443357,1.74447806,0.084025542,0.330791128,-0.91158682,0.893275137
"Drury"," Brandon","Brandon Drury","NYM",592273,2021,0.853241807,-1.008654127,0.887584863,0.968328371,0.396986998,1.320052133,-0.629532178,-0.57571644,0.969357018,-0.702738134,-0.743519101,0.059551931,0.14173844,-0.190531075
"Gamel"," Ben","Ben Gamel","PIT",592325,2021,-0.156851497,1.248002454,0.531260043,0.35662061,0.822635164,-0.527714053,0.258496189,-0.203880317,0.10501801,0.113000596,1.191146077,0.330791128,-0.648255505,0.551020544
"Gausman"," Kevin","Kevin Gausman","SF",592332,2021,-1.143454263,-1.056668096,-0.286967323,-1.054477974,-0.86875623,-0.537216358,-0.629532178,-0.57571644,-1.071443357,1.336608693,-1.5263316,-1.19977291,2.215472547,-2.015888906
"Gonzalez"," Chi Chi","Chi Chi Gonzalez","COL",592346,2021,-1.143454263,-1.128689051,-0.603700497,-0.991916953,-1.070379045,-1.226599184,-0.629532178,-0.57571644,-1.071443357,1.74447806,-0.821800351,-0.056693439,2.577553105,-2.301101067
"Goodrum"," Niko","Niko Goodrum","DET",592348,2021,0.157840762,0.311730043,0.095751929,0.155035098,0.228967986,0.189831726,2.096624465,1.947597232,0.110813393,-0.702738134,0.777373755,0.795772608,-0.747004748,1.007360002
"Gray"," Jon","Jon Gray","TEX",592351,2021,-1.143454263,-1.824891613,-1.329547353,-1.603624713,-1.921675375,-0.625904527,-0.629532178,-0.57571644,-1.071443357,1.74447806,-0.340929815,-1.19977291,2.577553105,-2.301101067
"Holaday"," Bryan","Bryan Holaday","ARI",592407,2021,-1.143454263,-1.128689051,-0.168192383,-0.547038581,-0.073466237,-1.226599184,-0.629532178,-0.57571644,-1.071443357,-0.702738134,0.050476434,-1.19977291,1.030481629,-1.046167558
"Jones"," JaCoby","JaCoby Jones","DET",592444,2021,-0.30484192,-0.672556338,-0.484925556,-0.602648378,-0.68953595,-0.120924942,1.840569419,0.975708686,0.071404844,-0.702738134,1.179963041,0.466410726,-0.088676461,0.379893247
"Judge"," Aaron","Aaron Judge","NYY",592450,2021,1.829807683,1.007932605,1.059148666,1.441011641,1.136270654,1.236146724,-0.168171194,-0.141057989,0.590881294,-0.702738134,0.855655005,2.210091275,0.273404098,0.493978112
"Machado"," Manny","Manny Machado","SD",592518,2021,0.938207577,0.527792907,0.940373726,1.05869429,0.845037699,1.448369231,0.412792185,0.348516014,-0.058280084,-0.702738134,0.330052327,1.376999457,-0.154509289,-0.190531075
"Marmolejos"," Jose","Jose Marmolejos","SEA",592530,2021,0.438833174,1.12796753,-0.616897712,-0.17862368,-0.107070039,0.12742567,-0.629532178,-0.57571644,-1.071443357,-0.702738134,0.005744292,0.795772608,0.273404098,-0.5898281
"Moran"," Colin","Colin Moran","PIT",592567,2021,0.175118608,0.575806877,0.676429414,0.37052306,0.699421221,0.930920478,-0.515972935,-0.433067519,0.00671535,-0.702738134,0.37478447,0.369539584,0.865899557,-1.616591881
"Payton"," Mark","Mark Payton","CIN",592622,2021,-1.143454263,0.167688134,-0.32655897,-1.075331647,-0.241485249,-1.804190212,-0.629532178,-0.57571644,-1.071443357,-0.702738134,-0.463943208,-1.19977291,-0.483673433,0.43693568
"Pederson"," Joc","Joc Pederson","CHC",592626,2021,0.615872332,0.119674164,0.412485103,0.592962245,0.430590801,0.686295821,-0.172941903,-0.346295711,0.127348463,-0.702738134,-0.027804816,0.640778781,-0.615339091,0.094681086
"Ramos"," Henry","Henry Ramos","ARI",592656,2021,-0.30484192,-0.072381715,-0.089009089,-0.25508715,-0.185478912,1.052259925,-0.629532178,-0.57571644,0.071404844,-0.702738134,-0.866532494,-0.211687265,0.174654854,-0.247573507
"Realmuto"," J.T.","J.T. Realmuto","PHI",592663,2021,0.354067789,0.311730043,0.742415492,0.711133063,0.800232629,0.86542044,0.553277847,0.631497843,-0.1110667,-0.702738134,0.039293399,0.466410726,-0.944503235,1.178487299
"Renfroe"," Hunter","Hunter Renfroe","BOS",592669,2021,1.35145771,0.023646224,0.68962663,1.142108985,0.486597139,1.491713806,-0.402818304,-0.480786573,-0.413373363,-0.702738134,0.095208577,1.493244827,-0.253258533,0.322850815
