last_name,first_name,name,team,player_id,year,HR.,BB.,AVG,SLG,SacBunt.,HPto1B,SprintSpeed,cluster
Eflin, Zach,Zach Eflin,PHI,621107,2021,-1.143454263,-1.176703021,-2.728452204,-2.340454516,1.74447806,2.676302348,-2.3581435,5
Buehler, Walker,Walker Buehler,LAD,621111,2021,-1.143454263,-0.360465534,-1.395533431,-1.436795324,1.74447806,1.162147286,-1.160252423,7
Mills, Alec,Alec Mills,CHC,621219,2021,-1.143454263,-1.824891613,-2.319338522,-1.902527369,1.74447806,0.010072783,-0.002291049,8
Dahl, David,David Dahl,TEX,621311,2021,-0.325295885,-0.744577293,0.042963067,-0.10216021,-0.090934086,-0.845753992,0.551020544,9
Phillips, Brett,Brett Phillips,TB,621433,2021,1.011083367,0.887897681,-0.009825796,0.627718368,0.520869963,-1.339500207,1.007360002,2
Taylor, Tyrone,Tyrone Taylor,MIL,621438,2021,0.927193494,-0.048374731,0.531260043,0.836255105,-0.702738134,-0.319091361,1.064402434,2
Buxton, Byron,Byron Buxton,MIN,621439,2021,2.246680746,-0.600535383,1.309895762,2.156987769,-0.702738134,-1.866162838,1.862996485,2
Brinson, Lewis,Lewis Brinson,MIA,621446,2021,0.233828768,-0.744577293,0.254118516,0.273205916,0.520869963,-0.779921163,1.064402434,9
Bolt, Skye,Skye Bolt,OAK,621450,2021,-0.407829386,-1.41677287,-1.567097234,-1.242161037,1.74447806,-1.240750964,1.292572163,9
Duggar, Steven,Steven Duggar,SF,621453,2021,0.108205939,0.359744013,0.663232199,0.697230613,-0.702738134,-0.878670406,1.007360002,2
Rios, Edwin,Edwin Rios,LAD,621458,2021,-0.321285305,0.98392562,-1.699069389,-1.388136752,-0.702738134,-0.220342118,-0.247573507,8
Stewart, DJ,DJ Stewart,BAL,621466,2021,0.720128702,1.488072303,-0.036220227,0.259303467,-0.702738134,-0.286174947,-0.019403778,1
Ward, Taylor,Taylor Ward,LAA,621493,2021,0.469261761,0.191695119,0.57085169,0.704181838,0.928739329,-0.615339091,0.893275137,9
Mathisen, Wyatt,Wyatt Mathisen,ARI,621500,2021,-0.145106228,0.527792907,-1.157983551,-1.019721851,-0.702738134,0.010072783,-0.002291049,8
Nido, Tomas,Tomas Nido,NYM,621512,2021,-0.321285305,-1.080675081,0.201329653,-0.067404087,-0.702738134,0.800066728,-0.646870533,9
Bemboom, Anthony,Anthony Bemboom,LAA,621532,2021,-1.143454263,-0.960640157,0.201329653,-0.797282665,-0.702738134,-0.088676461,0.037638654,9
Wisdom, Patrick,Patrick Wisdom,CHC,621550,2021,2.330087997,0.215702103,0.320104594,1.260279802,-0.702738134,-0.483673433,0.779190273,2
Moroff, Max,Max Moroff,STL,621559,2021,-1.143454263,-1.824891613,-1.897027623,-1.902527369,-0.702738134,0.010072783,-0.002291049,8
Wendle, Joey,Joey Wendle,TB,621563,2021,-0.140765612,-0.480500459,0.768809923,0.592962245,-0.702738134,-0.878670406,0.665105409,9
Olson, Matt,Matt Olson,OAK,621566,2021,1.750871535,1.320023409,0.847993217,1.413206742,-0.702738134,0.273404098,-0.475743236,1
Dean, Austin,Austin Dean,STL,621573,2021,0.254232961,1.968212001,0.346499025,0.440035305,-0.702738134,-0.549506262,0.493978112,2
Wood, Alex,Alex Wood,SF,622072,2021,-1.143454263,0.719848786,-2.728452204,-2.340454516,1.74447806,2.742135177,-2.415185932,4
Jones, Taylor,Taylor Jones,HOU,622100,2021,-0.321285305,-0.936633172,0.504865612,0.453937754,-0.702738134,0.635484656,-0.247573507,9
Duffy, Matt,Matt Duffy,CHC,622110,2021,-0.418011063,0.047653209,1.059148666,0.307962039,-0.702738134,0.339236926,-0.190531075,9
Munoz, Yairo,Yairo Munoz,BOS,622168,2021,-1.143454263,-1.824891613,-1.527505587,-1.707893082,-0.702738134,0.010072783,-0.002291049,8
Walton, Donovan,Donovan Walton,SEA,622268,2021,0.18767645,-0.432486489,-0.009825796,0.196742446,1.74447806,-0.220342118,0.151723519,9
Castillo, Luis,Luis Castillo,CIN,622491,2021,-1.143454263,-1.41677287,-0.577306066,-0.922404707,1.74447806,0.9646488,-0.989125126,7
Crismatt, Nabil,Nabil Crismatt,STL,622503,2021,-1.143454263,-1.824891613,-2.728452204,-2.340454516,1.74447806,0.010072783,-0.002291049,8
Margot, Manuel,Manuel Margot,TB,622534,2021,-0.147477614,0.095667179,0.623640552,0.314913263,-0.213294895,-0.977419649,1.064402434,9
Reyes, Pablo,Pablo Reyes,MIL,622569,2021,-0.605882241,0.647827832,0.650034983,0.155035098,-0.702738134,-0.220342118,0.608062976,2
Senzatela, Antonio,Antonio Senzatela,COL,622608,2021,-1.143454263,-1.824891613,-2.05539421,-1.985942064,1.74447806,2.676302348,-2.3581435,5
Camargo, Johan,Johan Camargo,ATL,622666,2021,-1.143454263,0.839883711,-2.728452204,-2.340454516,-0.702738134,2.281305375,-2.072931338,4
Reyes, Victor,Victor Reyes,DET,622682,2021,-0.14032945,-0.960640157,0.676429414,0.551254898,0.928739329,-0.714088334,1.178487299,9
Hernandez, Elieser,Elieser Hernandez,MIA,622694,2021,-1.143454263,-1.824891613,-1.791449898,-1.846917573,1.74447806,0.010072783,-0.002291049,9
Mateo, Jorge,Jorge Mateo,BAL,622761,2021,-0.278905444,-0.792591262,0.531260043,0.273205916,0.520869963,-1.471165865,2.091166214,9
Velazquez, Andrew,Andrew Velazquez,NYY,623205,2021,-0.517624162,-1.46478684,0.227724085,0.148083874,-0.702738134,-1.372416622,1.46369946,9
Giambrone, Trent,Trent Giambrone,CHC,623508,2021,-1.143454263,-1.824891613,-0.696081006,-1.269965935,-0.702738134,-0.747004748,0.722147841,8
Bote, David,David Bote,CHC,623520,2021,0.009277482,0.167688134,-0.102206305,-0.046550414,-0.090934086,-0.286174947,0.265808383,9
Ramirez, Harold,Harold Ramirez,CLE,623912,2021,-0.277630292,-0.888619202,0.80840157,0.426132856,-0.702738134,-0.779921163,1.064402434,9
Santander, Anthony,Anthony Santander,BAL,623993,2021,0.715538599,-0.552521413,0.452076749,0.669425715,-0.213294895,0.43798617,-0.361658372,2
Suarez, Ranger,Ranger Suarez,PHI,624133,2021,-1.143454263,-0.792591262,-0.247375676,-0.164721231,1.74447806,2.742135177,-2.415185932,5
Alonso, Pete,Pete Alonso,NYM,624413,2021,1.622023151,0.431764968,0.729218277,1.267231027,-0.702738134,0.042989197,-0.418700804,1
Arroyo, Christian,Christian Arroyo,BOS,624414,2021,0.390592711,-0.768584278,0.729218277,0.75284041,1.74447806,-0.38492419,0.665105409,9
Biggio, Cavan,Cavan Biggio,TOR,624415,2021,0.030603017,1.199988484,0.227724085,0.134181425,-0.213294895,-0.516589848,0.893275137,2
Conforto, Michael,Michael Conforto,NYM,624424,2021,0.302429102,1.12796753,0.333301809,0.328815712,-0.702738134,-0.154509289,0.151723519,9
Frazier, Adam,Adam Frazier,PIT,624428,2021,-0.780104039,-0.024367746,1.296698546,0.516498775,1.132674011,-0.483673433,0.208765951,9
Trevino, Jose,Jose Trevino,TEX,624431,2021,-0.407829386,-0.864612217,0.425682318,0.022961832,0.276148343,0.931732385,-1.274337287,9
Gordon, Nick,Nick Gordon,MIN,624503,2021,-0.30484192,-0.480500459,0.438879534,0.1272302,-0.702738134,-0.450757019,0.665105409,9
McGuire, Reese,Reese McGuire,TOR,624512,2021,-0.931683471,-0.168409655,0.610443336,0.043815506,0.520869963,-0.088676461,-0.247573507,9
Nunez, Dom,Dom Nunez,COL,624513,2021,0.695607887,1.272009439,-0.234178461,0.433084081,-0.702738134,0.503818998,-0.817997829,1
Soler, Jorge,Jorge Soler,KC,624585,2021,1.05058964,0.839883711,0.214526869,0.662474491,-0.702738134,0.339236926,0.094681086,2
Sosa, Edmundo,Edmundo Sosa,STL,624641,2021,-0.269899753,-0.576528398,0.847993217,0.363571835,0.113000596,-0.878670406,1.691869189,9
Heredia, Guillermo,Guillermo Heredia,ATL,628338,2021,-0.456067081,0.383750998,0.174935222,0.120278976,-0.702738134,-0.68117192,0.608062976,9
Hernandez, Yadiel,Yadiel Hernandez,WSH,628450,2021,0.28599859,-0.000360761,0.874387648,0.530401224,-0.702738134,0.240487683,-0.817997829,9
Ibanez, Andy,Andy Ibanez,TEX,628451,2021,0.016681381,-0.504507444,0.92717651,0.683328164,0.520869963,-0.779921163,0.722147841,9
Urias, Julio,Julio Urias,LAD,628711,2021,-1.143454263,-1.824891613,-0.049417442,-0.693014297,1.74447806,3.334630636,-2.814482957,5
Cronenworth, Jake,Jake Cronenworth,SD,630105,2021,0.409531555,0.239709088,0.782007139,0.857108778,0.520869963,-1.010336063,1.007360002,9
Crowe, Wil,Wil Crowe,PIT,640444,2021,-1.143454263,-1.248723976,-1.976210917,-1.742649204,1.74447806,2.906717249,-2.529270796,5
Frazier, Clint,Clint Frazier,NYY,640449,2021,0.002190998,1.704135167,-0.273770107,-0.136916333,-0.702738134,0.174654854,0.208765951,1
Meadows, Austin,Austin Meadows,TB,640457,2021,1.042118439,0.575806877,0.35969624,0.843206329,-0.702738134,-0.549506262,0.43693568,2
Mercado, Oscar,Oscar Mercado,CLE,640458,2021,0.032170509,0.287723058,0.227724085,0.224547344,1.74447806,-0.68117192,1.235529731,9
Pinder, Chad,Chad Pinder,OAK,640461,2021,0.032170509,-0.168409655,0.478471181,0.516498775,-0.702738134,0.075905611,-0.07644621,9
Alzolay, Adbert,Adbert Alzolay,CHC,640470,2021,-1.143454263,-1.104682066,-1.870633192,-1.666185734,1.74447806,1.721726331,-1.616591881,7
Lopez, Pablo,Pablo Lopez,MIA,641154,2021,-1.143454263,-1.824891613,-1.923422054,-1.499356345,1.74447806,1.425478601,-1.388422152,7
Anderson, Tim,Tim Anderson,CWS,641313,2021,0.20914631,-0.864612217,1.349487409,0.919669799,-0.702738134,-0.812837577,0.722147841,2
Bauers, Jake,Jake Bauers,SEA,641343,2021,-0.548693743,0.455771952,0.029765851,-0.414965315,-0.702738134,-0.483673433,0.43693568,9
Bellinger, Cody,Cody Bellinger,LAD,641355,2021,0.18767645,0.311730043,-0.550911634,-0.241184701,-0.702738134,-1.043252478,0.779190273,9
Calhoun, Willie,Willie Calhoun,TEX,641432,2021,-0.17582464,-0.048374731,0.57085169,0.307962039,-0.702738134,0.207571269,-0.361658372,9
Collins, Zack,Zack Collins,CWS,641470,2021,-0.283339019,1.704135167,0.042963067,0.009059383,1.74447806,0.470902584,-0.875040262,7
Crawford, J.P.,J.P. Crawford,SEA,641487,2021,-0.533800701,0.191695119,0.874387648,0.273205916,-0.213294895,-0.516589848,0.43693568,2
Davis, Jonathan,Jonathan Davis,TOR,641505,2021,-0.661493141,0.98392562,-1.065603042,-1.144843893,-0.702738134,-0.747004748,1.178487299,9
Dozier, Hunter,Hunter Dozier,KC,641531,2021,0.234142996,0.071660194,0.12214636,0.398327958,-0.702738134,-0.417840604,0.836232705,9
Engel, Adam,Adam Engel,CWS,641553,2021,1.242841016,0.071660194,0.597246121,1.107352862,-0.702738134,-1.339500207,1.691869189,2
Fargas, Johneshwy,Johneshwy Fargas,CHC,641561,2021,-1.143454263,-1.3687589,0.57085169,0.335766937,1.74447806,-0.319091361,0.893275137,9
Fowler, Dustin,Dustin Fowler,PIT,641583,2021,-1.143454263,-0.264437595,-0.471728341,-0.984965728,-0.702738134,-0.845753992,0.836232705,9
Fraley, Jake,Jake Fraley,SEA,641584,2021,0.619982916,2.35232376,0.042963067,0.224547344,0.113000596,-0.878670406,0.551020544,2
Garver, Mitch,Mitch Garver,MIN,641598,2021,1.489869503,1.248002454,0.650034983,1.253328578,-0.702738134,0.405069755,-0.646870533,1
Guillorme, Luis,Luis Guillorme,NYM,641645,2021,-0.825798055,1.704135167,0.768809923,-0.17862368,1.74447806,-0.319091361,-0.475743236,7
Hampson, Garrett,Garrett Hampson,COL,641658,2021,-0.125271495,-0.216423625,0.35969624,0.301010814,0.765591582,-1.273667379,1.805954053,9
Heim, Jonah,Jonah Heim,TEX,641680,2021,0.438833174,-0.552521413,-0.141797952,0.148083874,-0.090934086,0.536735413,-0.418700804,9
Hermosillo, Michael,Michael Hermosillo,CHC,641684,2021,2.350763817,-1.200710006,-0.168192383,1.13515776,-0.702738134,-0.845753992,0.836232705,2
Kuhl, Chad,Chad Kuhl,PIT,641771,2021,-1.143454263,-0.816598247,-2.094985857,-2.006795737,1.74447806,3.071299321,-2.643355661,5
Lauer, Eric,Eric Lauer,MIL,641778,2021,0.469261761,0.119674164,-0.696081006,-0.470575111,1.394875746,0.010072783,-0.002291049,9
Lewis, Kyle,Kyle Lewis,SEA,641786,2021,0.469261761,0.791869741,0.518062827,0.384425509,-0.702738134,-0.352007776,0.551020544,2
Locastro, Tim,Tim Locastro,ARI,641796,2021,-0.540136039,-0.744577293,-0.352953401,-0.588745929,-0.702738134,-1.635747937,2.262293511,9
Mahle, Tyler,Tyler Mahle,CIN,641816,2021,-1.143454263,-0.360465534,-2.002605348,-1.958137165,1.74447806,0.372153341,-0.532785668,8
Mancini III, Trey,Trey Mancini III,BAL,641820,2021,0.440256089,0.167688134,0.636837767,0.662474491,-0.702738134,0.273404098,-0.07644621,2
Martin, Jason,Jason Martin,TEX,641829,2021,0.603654798,-0.576528398,0.016568635,0.120278976,0.520869963,-0.582422676,0.43693568,9
McKinney, Billy,Billy McKinney,MIL,641856,2021,0.280604426,0.743855771,-0.194586814,0.148083874,-0.702738134,-0.648255505,0.493978112,2
McMahon, Ryan,Ryan McMahon,COL,641857,2021,0.683068829,0.551799892,0.623640552,0.780645308,-0.702738134,0.042989197,-0.247573507,1
Neuse, Sheldon,Sheldon Neuse,LAD,641914,2021,0.791804983,-1.46478684,-0.498122772,-0.095208985,-0.702738134,-0.220342118,0.151723519,2
Nottingham, Jacob,Jacob Nottingham,SEA,641924,2021,2.001342022,-0.768584278,-0.748869868,0.440035305,-0.702738134,0.832983142,-0.875040262,7
O'Neill, Tyler,Tyler O'Neill,STL,641933,2021,1.814307108,-0.120395685,1.04595145,1.552231233,-0.702738134,-1.109085307,1.691869189,2
Palacios, Josh,Josh Palacios,TOR,641943,2021,-1.143454263,-0.120395685,-0.089009089,-0.950209605,0.520869963,-0.91158682,0.893275137,9
Rogers, Josh,Josh Rogers,WSH,642028,2021,-1.143454263,-0.120395685,-2.728452204,-2.340454516,1.74447806,0.010072783,-0.002291049,8
Sisco, Chance,Chance Sisco,BAL,642082,2021,-1.143454263,0.191695119,-0.762067084,-1.026673075,-0.702738134,1.030481629,-1.046167558,8
Smith, Dominic,Dominic Smith,NYM,642086,2021,-0.109291066,-0.264437595,0.491668396,0.182839997,-0.702738134,-0.352007776,-0.304615939,9
Smith, Riley,Riley Smith,ARI,642092,2021,-1.143454263,-1.824891613,-2.728452204,-2.340454516,1.74447806,0.010072783,-0.002291049,8
Tellez, Rowdy,Rowdy Tellez,MIL,642133,2021,0.409531555,-0.120395685,0.465273965,0.537352449,-0.702738134,0.66840107,-0.932082694,2
Valaika, Pat,Pat Valaika,BAL,642162,2021,-0.333982902,-0.456493474,-0.075811874,-0.324599396,-0.090934086,-0.187425704,0.151723519,9
VanMeter, Josh,Josh VanMeter,ARI,642165,2021,-0.225265576,0.719848786,0.069357498,0.120278976,-0.702738134,-0.549506262,0.094681086,9
Wade, Tyler,Tyler Wade,NYY,642180,2021,-1.143454263,0.815876726,0.80840157,-0.095208985,-0.702738134,-1.405333036,1.349614595,9
White, Eli,Eli White,TEX,642201,2021,0.127170486,0.143681149,-0.392545047,-0.199477354,-0.702738134,-1.339500207,2.148208647,9
Widener, Taylor,Taylor Widener,ARI,642203,2021,-1.143454263,-0.480500459,-1.897027623,-1.902527369,1.74447806,2.676302348,-2.3581435,5
Williams, Justin,Justin Williams,STL,642211,2021,0.26597823,1.151974515,-0.616897712,-0.526184908,-0.702738134,0.339236926,0.151723519,1
Wong, Kean,Kean Wong,LAA,642221,2021,-1.143454263,-1.104682066,-0.524517203,-0.720819195,1.74447806,-0.615339091,0.493978112,9
Mejia, Francisco,Francisco Mejia,TB,642336,2021,-0.137119452,-0.360465534,0.702823845,0.551254898,0.113000596,-0.68117192,0.151723519,9
Siri, Jose,Jose Siri,HOU,642350,2021,2.502686368,-1.344751915,1.283501331,1.892841236,-0.702738134,-1.635747937,2.091166214,2
Sierra, Magneuris,Magneuris Sierra,MIA,642423,2021,-1.143454263,-0.216423625,0.306907378,-0.477526336,1.74447806,-1.73449718,1.235529731,9
Peralta, Freddy,Freddy Peralta,MIL,642547,2021,-1.143454263,-1.296737945,-1.501111156,-1.693990632,1.74447806,2.281305375,-2.072931338,7
Rosario, Amed,Amed Rosario,CLE,642708,2021,-0.30484192,-0.552521413,0.993162588,0.502596326,-0.702738134,-1.240750964,1.577784324,9
Adames, Willy,Willy Adames,MIL,642715,2021,0.965731715,0.647827832,0.729218277,1.003084494,-0.702738134,-0.549506262,0.722147841,2
Gutierrez, Kelvin,Kelvin Gutierrez,BAL,642721,2021,-0.680984211,-0.28844458,0.333301809,-0.143867557,-0.702738134,-0.648255505,0.893275137,9
Alcantara, Sergio,Sergio Alcantara,CHC,642727,2021,-0.19048568,1.007932605,-0.023023011,-0.067404087,0.113000596,-0.121592875,0.265808383,9
Estrada, Thairo,Thairo Estrada,SF,642731,2021,1.282283932,-0.19241664,0.874387648,0.989182045,-0.702738134,-0.845753992,1.007360002,2
Leyba, Domingo,Domingo Leyba,BAL,642736,2021,-0.661493141,0.167688134,-1.210772413,-1.221307363,-0.702738134,0.108822026,-0.190531075,8
Wynns, Austin,Austin Wynns,BAL,642851,2021,0.146718582,-0.432486489,-0.286967323,-0.199477354,1.74447806,1.063398043,-0.932082694,7
Benintendi, Andrew,Andrew Benintendi,KC,643217,2021,0.302429102,-0.216423625,0.913979295,0.731986736,-0.35313582,-0.582422676,0.493978112,9
Cooper, Garrett,Garrett Cooper,MIA,643265,2021,0.611780868,1.055946575,1.019557019,0.891864901,-0.702738134,0.207571269,-0.361658372,1
Craig, Will,Will Craig,PIT,643269,2021,-0.44461063,0.023646224,0.135343576,-0.25508715,-0.702738134,0.602568242,-0.418700804,9
Dubon, Mauricio,Mauricio Dubon,SF,643289,2021,0.054563387,-0.672556338,0.438879534,0.28015714,-0.702738134,-0.714088334,0.665105409,2
Jansen, Danny,Danny Jansen,TOR,643376,2021,1.363267426,0.167688134,0.214526869,0.947474697,1.74447806,-0.286174947,0.493978112,9
Kemp, Tony,Tony Kemp,OAK,643393,2021,-0.126954464,1.320023409,0.953570941,0.565157347,0.384913506,-0.483673433,-0.07644621,2
Kiner-Falefa, Isiah,Isiah Kiner-Falefa,TEX,643396,2021,-0.615194528,-0.840605232,0.847993217,0.141132649,0.113000596,-0.878670406,0.722147841,9
Long Jr., Shed,Shed Long Jr.,SEA,643418,2021,0.367558965,-0.048374731,-0.11540352,0.161986323,1.74447806,-0.450757019,-0.133488643,9
McNeil, Jeff,Jeff McNeil,NYM,643446,2021,-0.383054471,-0.19241664,0.584048905,0.161986323,-0.702738134,-1.306583793,0.151723519,9
Schwindel, Frank,Frank Schwindel,CHC,643524,2021,1.282283932,-0.336458549,1.573840073,1.767719195,-0.702738134,-0.088676461,-0.304615939,2
Tauchman, Mike,Mike Tauchman,SF,643565,2021,-0.133077927,1.055946575,-0.339756185,-0.373257968,1.74447806,-0.747004748,0.322850815,9
Chang, Yu,Yu Chang,CLE,644374,2021,0.448847672,-0.768584278,0.280512947,0.620767143,-0.702738134,-0.121592875,0.893275137,2
Tromp, Chadwick,Chadwick Tromp,SF,644433,2021,1.186024485,-1.824891613,0.201329653,0.363571835,-0.702738134,0.010072783,-0.002291049,2
Alcantara, Sandy,Sandy Alcantara,MIA,645261,2021,-1.143454263,-0.696563323,-2.279746875,-1.978990839,1.74447806,1.293812944,-1.274337287,8
Albies, Ozzie,Ozzie Albies,ATL,645277,2021,0.856416206,-0.168409655,0.68962663,1.051743066,-0.702738134,-1.536998694,0.95031757,2
Robles, Victor,Victor Robles,WSH,645302,2021,-0.877228137,0.311730043,-0.049417442,-0.289843273,1.255034821,-0.516589848,0.893275137,9
Ford, Mike,Mike Ford,NYY,645801,2021,0.953076593,1.848177077,-0.973222533,-0.373257968,-0.702738134,2.281305375,-2.072931338,7
Devers, Rafael,Rafael Devers,BOS,646240,2021,1.552592171,0.407757983,0.953570941,1.399304293,-0.702738134,-0.648255505,0.037638654,2
Naylor, Josh,Josh Naylor,CLE,647304,2021,0.116263829,-0.480500459,0.610443336,0.433084081,-0.702738134,0.108822026,-0.304615939,9
Toro, Abraham,Abraham Toro,SEA,647351,2021,0.233371976,0.167688134,0.425682318,0.252352242,-0.702738134,-0.878670406,0.779190273,9
Diaz, Aledmys,Aledmys Diaz,HOU,649557,2021,-0.002485104,-0.624542368,0.68962663,0.474791428,-0.702738134,-0.648255505,0.208765951,2
Urias, Luis,Luis Urias,MIL,649966,2021,0.824717582,0.839883711,0.557654474,0.75284041,-0.090934086,0.240487683,-0.133488643,1
Diaz, Lewin,Lewin Diaz,MIA,650331,2021,1.606094381,-0.696563323,-0.023023011,0.794547757,-0.702738134,0.66840107,-0.703912965,7
Arraez, Luis,Luis Arraez,MIN,650333,2021,-0.947516808,0.335737028,1.151529175,0.273205916,-0.702738134,-0.483673433,0.037638654,2
Jimenez, Eloy,Eloy Jimenez,CWS,650391,2021,0.825119319,-0.168409655,0.557654474,0.697230613,-0.702738134,-0.352007776,0.43693568,2
Torres, Gleyber,Gleyber Torres,NYY,650402,2021,-0.321285305,0.503785922,0.68962663,0.20369367,0.113000596,-0.220342118,0.151723519,2
Castro, Willi,Willi Castro,DET,650489,2021,-0.229711982,-0.600535383,0.174935222,0.099425302,0.520869963,-1.076168892,1.121444866,9
Diaz, Yandy,Yandy Diaz,TB,650490,2021,0.028799539,1.248002454,0.650034983,0.349669386,-0.702738134,0.075905611,-0.133488643,9
De La Cruz, Bryan,Bryan De La Cruz,MIA,650559,2021,-0.089921175,0.143681149,1.177923606,0.627718368,-0.702738134,-0.253258533,0.836232705,2
Rengifo, Luis,Luis Rengifo,LAA,650859,2021,0.302429102,-0.696563323,-0.075811874,-0.185574905,0.765591582,-1.010336063,0.779190273,9
Pozo, Yohel,Yohel Pozo,TEX,650968,2021,-0.576824281,-0.888619202,1.019557019,0.287108365,-0.702738134,0.832983142,-0.932082694,9
Adams, Riley,Riley Adams,WSH,656180,2021,-0.296371097,1.175981499,0.201329653,0.328815712,-0.702738134,0.273404098,-0.247573507,9
Allen, Greg,Greg Allen,NYY,656185,2021,-1.143454263,0.671834817,0.834796001,0.662474491,-0.702738134,-0.68117192,0.665105409,2
Bradley, Bobby,Bobby Bradley,CLE,656252,2021,1.594871735,0.335737028,0.016568635,0.75284041,-0.702738134,-0.319091361,0.151723519,2
Chapman, Matt,Matt Chapman,OAK,656305,2021,0.996671772,1.272009439,0.042963067,0.460888979,-0.702738134,-0.417840604,0.779190273,2
Chavis, Michael,Michael Chavis,BOS,656308,2021,-0.103852203,-1.632835734,0.544457258,0.419181631,-0.702738134,-0.582422676,1.121444866,2
Deichmann, Greg,Greg Deichmann,CHC,656364,2021,-1.143454263,-1.056668096,-0.973222533,-1.41594165,-0.702738134,0.010072783,-0.002291049,8
Diaz, Isan,Isan Diaz,MIA,656371,2021,-0.438737996,1.103960545,-0.181389598,-0.380209192,-0.090934086,0.405069755,-0.532785668,1
Ellis, Drew,Drew Ellis,ARI,656403,2021,-0.535764144,1.055946575,-1.01281418,-0.929355932,-0.702738134,-0.220342118,0.151723519,8
Fairchild, Stuart,Stuart Fairchild,ARI,656413,2021,-1.143454263,-0.408479504,-0.973222533,-0.950209605,-0.702738134,0.010072783,-0.002291049,8
Flaherty, Jack,Jack Flaherty,STL,656427,2021,1.32305261,2.784449488,-1.171180766,-0.296794497,1.132674011,0.010072783,-0.002291049,1
Gilbert, Tyler,Tyler Gilbert,ARI,656457,2021,-1.143454263,-1.824891613,-2.728452204,-2.340454516,1.74447806,0.010072783,-0.002291049,8
Gittens, Chris,Chris Gittens,NYY,656467,2021,0.021285111,1.992218986,-1.263561275,-0.991916953,-0.702738134,0.767150313,-0.817997829,1
Harrison, Monte,Monte Harrison,MIA,656509,2021,-1.143454263,-1.824891613,-0.089009089,-0.25508715,1.74447806,-0.648255505,0.608062976,9
Haseley, Adam,Adam Haseley,PHI,656514,2021,-1.143454263,-1.824891613,-0.220981245,-0.686063072,-0.702738134,-0.154509289,0.094681086,8
Hill, Derek,Derek Hill,DET,656537,2021,-0.238476907,-0.216423625,0.68962663,0.35662061,-0.702738134,-1.240750964,2.148208647,9
Hilliard, Sam,Sam Hilliard,COL,656541,2021,1.599670233,0.503785922,0.108949144,0.877962452,-0.702738134,-1.076168892,1.235529731,2
Hoffman, Jeff,Jeff Hoffman,CIN,656546,2021,-1.143454263,-1.824891613,-0.973222533,-1.41594165,1.74447806,1.49131143,-1.445464584,7
Holloway, Jordan,Jordan Holloway,MIA,656548,2021,-1.143454263,-1.824891613,-1.408730647,-1.645332061,-0.702738134,0.010072783,-0.002291049,8
Hoskins, Rhys,Rhys Hoskins,PHI,656555,2021,1.766897039,0.719848786,0.531260043,1.343694497,-0.702738134,0.207571269,-0.190531075,1
Jackson, Alex,Alex Jackson,MIA,656577,2021,-0.183211138,0.239709088,-0.92043367,-0.693014297,-0.702738134,-0.154509289,0.094681086,8
Joe, Connor,Connor Joe,COL,656582,2021,0.730539781,1.12796753,1.032754235,0.919669799,-0.702738134,-0.121592875,0.151723519,1
Keller, Mitch,Mitch Keller,PIT,656605,2021,-1.143454263,-0.312451564,-1.316350138,-1.596673489,1.74447806,0.898815971,-0.932082694,7
Luplow, Jordan,Jordan Luplow,CLE,656669,2021,1.686219303,1.656121197,-0.062614658,0.815401431,-0.702738134,-0.450757019,0.493978112,2
McKinstry, Zach,Zach McKinstry,LAD,656716,2021,0.714231286,-0.432486489,0.108949144,0.474791428,0.113000596,-0.845753992,0.665105409,9
Megill, Tylor,Tylor Megill,NYM,656731,2021,-1.143454263,-1.056668096,0.095751929,-0.109111435,1.74447806,3.137132149,-2.700398093,5
Mullins II, Cedric,Cedric Mullins II,BAL,656775,2021,0.946111373,0.263716073,1.111937528,1.260279802,-0.213294895,-1.306583793,1.007360002,2
O'Hearn, Ryan,Ryan O'Hearn,KC,656811,2021,0.455594686,-0.600535383,0.2409213,0.224547344,-0.702738134,-0.220342118,0.608062976,2
Padlo, Kevin,Kevin Padlo,TB,656821,2021,-1.143454263,1.368037379,-1.712266605,-1.269965935,-0.702738134,0.010072783,-0.002291049,8
Peters, DJ,DJ Peters,TEX,656847,2021,1.300931484,-0.624542368,-0.128600736,0.592962245,-0.702738134,-0.944503235,1.292572163,2
Peterson, David,David Peterson,NYM,656849,2021,-1.143454263,-1.824891613,-1.897027623,-1.471551447,1.74447806,-0.319091361,0.265808383,9
Rivera, Emmanuel,Emmanuel Rivera,KC,656896,2021,-0.677558522,0.143681149,0.650034983,-0.02569674,-0.702738134,-0.417840604,0.379893247,9
Schwarber, Kyle,Kyle Schwarber,WSH,656941,2021,2.219402238,1.440058333,0.782007139,1.510523886,-0.702738134,-0.450757019,0.037638654,1
Smith, Pavin,Pavin Smith,ARI,656976,2021,-0.21727599,0.023646224,0.795204354,0.467840203,-0.702738134,-0.253258533,-0.133488643,9
Steele, Justin,Justin Steele,CHC,657006,2021,-1.143454263,-1.824891613,-0.696081006,-1.269965935,-0.702738134,0.010072783,-0.002291049,8
Stokes Jr., Troy,Troy Stokes Jr.,PIT,657011,2021,-1.143454263,-0.624542368,-1.263561275,-1.179600016,-0.702738134,-0.286174947,0.208765951,8
Thomas, Lane,Lane Thomas,WSH,657041,2021,0.155281652,1.536086273,0.372893456,0.52345,-0.702738134,-0.68117192,1.292572163,2
